Regions,County,IP Name,Website URL,Site City,Description,Latitude,Longitude,Subcategories,Minor Categories,Image URL,Location
Adirondacks,Hamilton County,Sacandaga State Campground,http://www.dec.ny.gov/outdoor/24495.html,Wells,Southern portion of the Adirondack Park. Area is basically flat with splendid scenery of the east and west branches of the Sacanadga River meeting at this point.  Junior Naturalist Program.,43.4272717,-74.2715132,Camping,Public Campgrounds,,"(43.4272717, -74.2715132)"
Adirondacks,Hamilton County,Saint William's on Long Point,http://www.stwilliamsonlongpoint.org,Raquette Lake,"Site of orignal town of Durant, NY.  This unique, restored catholic church, built in 1890 now has 2 buildings able to accommodate 22 people. Full kitchen and dining room. Boat access only.",43.8294029,-74.6375617,Vacation Rentals,Vacation Rentals,,"(43.8294029, -74.6375617)"
Adirondacks,Hamilton County,Sandy Beach Camps,,Indian Lake,Lake front cottages. Housekeeping. 4 mi. S of Indian Lake village.,43.7215576,-74.4737243,Cabins & Cottages,Cabins & Cottages,,"(43.7215576, -74.4737243)"
Adirondacks,Hamilton County,Sandy Point Motel,http://www.sandypointmotel.com,Long Lake,"Deluxe lakefront motel and efficiencies. Screened patios that overlook a pristine view of Long Lake. Private beach, boats, canoes, private sauna and cable TV.",43.88292,-74.591966,Hotels & Motels,Hotels & Motels,,"(43.88292, -74.591966)"
Adirondacks,Hamilton County,Seaman's Lakeshore Cabins,http://www.adirondackacres.com,Long Lake,4 Rustic cabins on Long Lake. Private sand beach & swimming area. Close to nearby marinas and town.,43.89,-74.59,Cabins & Cottages,Cabins & Cottages,,"(43.89, -74.59)"
Adirondacks,Hamilton County,Shady Pines,,Lake Pleasant,"Secluded Cabin on Lake Pleasant, sleeps 11. Includes Screened-In Porch, grill, fire pit, docks, and row boat for guests.",43.4764604,-74.357026,Cabins & Cottages,Cabins & Cottages,,"(43.4764604, -74.357026)"
Adirondacks,Hamilton County,Shamrock Hill Cottage # 1,,Speculator,"2 BR cottage, with full bath, living room, dining area & fully equipped kitchen. Access to private beach on Lake Pleasant.",43.4942909,-74.354777,Cabins & Cottages,Cabins & Cottages,,"(43.4942909, -74.354777)"
Adirondacks,Hamilton County,Shamrock Motel & Cottages,http://www.shamrockmotellonglake.com,Long Lake,"Recently renovated motel, efficiencies and cottages situated on Long Lake, with private sandy beach, docks, and boats available for rent. Other amenities include fire pits, picnic tables and bbq grills. Laundromat on premises. Cable TV, WIFI, and guest computer available at office.Close to town, with direct access to snowmobile trails, and easy access to hiking & cross country ski trails.",43.96555,-74.425966,Cabins & Cottages|Hotels & Motels,Cabins & Cottages,,"(43.96555, -74.425966)"
Adirondacks,Hamilton County,Sherwood Forest Cottages & Bakery,,Wells,Cabins w/ 2 BRs & kitchen on a small private lake nestled in a pine grove. Sandy Beach.,43.408899,-74.28792,Cabins & Cottages,Cabins & Cottages,,"(43.408899, -74.28792)"
Adirondacks,Hamilton County,Singing Mountain Adirondack Camp,http://www.cyberrentals.com/NY/BroiADIR.html,Wells,"2 Story log cabin, with 3 bedrooms at the foot of Pettit Mtn, sleeps 6. Fully equipped kitchen, comfortable spacious LR with wood stove, picnic area with firepit. Quiet - propane powered camp.",43.4272717,-74.2715132,Vacation Rentals,Vacation Rentals,,"(43.4272717, -74.2715132)"
Adirondacks,Hamilton County,Smith's Cottage and Cabins,http://www.smiths-cottage.com/,Indian Lake,Housekeeping - on Indian Lake. Main Lodge sleeps 14 people.,43.784805,-74.303811,Cabins & Cottages,Cabins & Cottages,,"(43.784805, -74.303811)"
Adirondacks,Hamilton County,Snowshoe Hill,,Indian Lake,Fully insulated & heated cabins. Country road - access to state land.,43.7834561,-74.4266693,Cabins & Cottages,Cabins & Cottages,,"(43.7834561, -74.4266693)"
Adirondacks,Hamilton County,Snowy Mountain Inn,http://www.snowyinn.com,Indian Lake,"The Snowy Mountain Inn is a Chef /owner operated Country Inn that is open year round.  We offer Bed and Breakfast lodging, cottages and a full menu dining room that is available for our lodging guests on a daily basis, featuring Real Pit Southern BBQ and home cooking.",43.784805,-74.303811,B&Bs & Country Inns|Cabins & Cottages,B&Bs & Country Inns|Cabins & Cottages,,"(43.784805, -74.303811)"
Adirondacks,Hamilton County,"Spencer House, The",,Speculator,"3 BR house, 1 1/2 bath, screened in front porch. Washer, dryer, phone. Walking distance to beach, shopping and Camp of the Woods.",43.516256,-74.373353,Vacation Rentals,Vacation Rentals,,"(43.516256, -74.373353)"
Adirondacks,Hamilton County,Squaw Brook Motel,,Sabael,"8 unit motel situated on beautiful wooded acreage, with outdoor swimming pool. Continental breakfast included",43.7268704,-74.3059546,Hotels & Motels,Hotels & Motels,,"(43.7268704, -74.3059546)"
Adirondacks,Hamilton County,Stiefvater's Lakefront Cottages,http://www.inletlakesidecottages.com,Inlet,"Lakefront property with sandy beach, canoes, paddle & row boats. Recreation hall, basketball, bonfire area. Great sunsets, walk to town, very clean!",43.7554853,-74.7916134,Cabins & Cottages,Cabins & Cottages,,"(43.7554853, -74.7916134)"
Adirondacks,Hamilton County,Sunset Beach Housekeeping Cottages,http://www.sunsetonfourth.com/,Inlet,"Heated 2 bedroom, 1 bath w/shower, LR & Kitchen combined. Furnished w/stove & oven, refrigerator, dishes, pot & pans. You bring linens & towels. Screened porch, picnic & BL and grill.",43.7689333,-74.8209872,Cabins & Cottages,Cabins & Cottages,,"(43.7689333, -74.8209872)"
Adirondacks,Hamilton County,The Cabins at Chimney Mountain,http://thecabinsatchimneymountain.com,Indian Lake,"8 rustic cabins tucked away from civilization on the Kings Flow, at the base of Chimney Mountain in the Siamese Ponds Wilderness Area. The cabins accomodate 2 - 10 people, are completely furnished, (full kitchen) contain a fireplace, and have acres of wild forest surrounding the cabins for you to explore.",43.742564,-74.234667,Cabins & Cottages,Cabins & Cottages,,"(43.742564, -74.234667)"
Adirondacks,Hamilton County,The Cabins In Hope,http://www.thecabinsinhope.com,Hope,"3 newly renovated cabins along the Sacandaga River that combine the privacy of a cabin, with the service and value of a bed & breakfast.",43.332602,-74.270785,B&Bs & Country Inns|Cabins & Cottages,B&Bs & Country Inns|Cabins & Cottages,,"(43.332602, -74.270785)"
Adirondacks,Hamilton County,The Loft,http://www.raquettelakerentals.com,Raquette Lake,"Adirondack style housekeeping unit features 2 bedrooms, 2 bathrooms and sleeps 6.  Amenities include fireplace (wood included), completely furnished kitchen,  Finnish sauna and heated garage.",43.81,-74.35,Cabins & Cottages,Cabins & Cottages,,"(43.81, -74.35)"
Adirondacks,Hamilton County,Thornbush Acres RV Park,http://www.adirondacks.com/ThornbushAcres/,Indian Lake,"RV Trailer Park located near the Adirondack Musuem and the Sagamore Great Camp.  In a quiet and rustic setting.  Near canoeing, hiking and fishing.",43.742564,-74.234667,Camping,Privately-owned Campgrounds,,"(43.742564, -74.234667)"
Adirondacks,Hamilton County,Timberlock Camp,http://www.timberlock.com,Sabael,"Family resort with 23 cabins on Indian Lake. Open air dining hall overlooks Indian Lake with 3 home cooked meals provided daily. Facilities include children's beach, water skiing, sailing, hiking, horseback riding, biking, & archery range.",43.7268704,-74.3059546,Cabins & Cottages|Hotels & Motels,Cabins & Cottages|Hotels & Motels,,"(43.7268704, -74.3059546)"
Adirondacks,Hamilton County,Timber Ridge Cabins,http://www.timberridgecabins.net,Speculator,"Four brand new, fully-furnished 2 BR cabins (sleep up to 6,) with access to a private beach on Lake Pleasant. Each cabin contains an eat-in-kitchen, full bath, cable TV and a gas log fireplace.",43.4942909,-74.354777,Cabins & Cottages,Cabins & Cottages,,"(43.4942909, -74.354777)"
Adirondacks,Hamilton County,Tioga Point State Campground,http://www.dec.ny.gov/outdoor/24499.html,Raquette Lake,"Environmental Conservation Campground. Boat access campground for tents. Fishing, boat launch and hiking/nature trails available.",43.854476,-74.6488264,Camping,Public Campgrounds,,"(43.854476, -74.6488264)"
Adirondacks,Hamilton County,Twin Coves on Indian Lake,,Indian Lake,9 housekeeping cottages on waterfront.,43.784805,-74.303811,Cabins & Cottages,Cabins & Cottages,,"(43.784805, -74.303811)"
Adirondacks,Hamilton County,Village Motel,http://www.thevillagemotelny.com,Speculator,"Featuring 5 Motel Units, 2 efficiencies, and a 2 BR Ranch. Efficiencies and Ranch have full baths & kitchens. Located in the heart of Speculator, within walking distance to store, restaurants, beach & skiing. Receive 10% off of your dinner at the adjoining Swifty's Downtown Grill with each night stay!",43.490942,-74.4265823,Hotels & Motels,Hotels & Motels,,"(43.490942, -74.4265823)"
Adirondacks,Hamilton County,Waterfront Vacation Cottage,http://www.geocities.com/adkdanl,Long Lake,"Cottage w/ private beach in a wooded setting, offering ample privacy. This cottage has 2 bedrooms w/ a living room, screened-in porch, kitchen, BR and is right on the water.",43.992931,-74.416714,Cabins & Cottages,Cabins & Cottages,,"(43.992931, -74.416714)"
Adirondacks,Hamilton County,Water's Edge Cottages,http://www.watersedgeny.com,Long Lake,"Four lakefront cottages, F / P, large swim dock, boat dock, beautiful views, canoe and paddle boat.",43.88292,-74.591966,Cabins & Cottages,Cabins & Cottages,,"(43.88292, -74.591966)"
Adirondacks,Hamilton County,Wilbur's Cottages,,Lake Pleasant,"2 available on Sacandaga Lake, electric heat, boats, private sandy beach.",43.4707889,-74.44015,Cabins & Cottages,Cabins & Cottages,,"(43.4707889, -74.44015)"
Adirondacks,Hamilton County,"Willis Lodges, The",,Inlet,"Fully equipped for housekeeping. Bring sheets and towels. All face Seventh Lake. Furnished Danish modern. Full deck, picnic table, grill, basket ball, horseshoes and boat rental.  10 2 or 3 bedroom cottages.  Microwave, toaster and coffee maker.",43.7584037,-74.7315101,Cabins & Cottages,Cabins & Cottages,,"(43.7584037, -74.7315101)"
Adirondacks,Hamilton County,Windhaven Cottages,,Inlet,"YR, Cottages, on 4th lake, sharing a large sandy beach and dock. Located near Major snowmobile trails for winter access.",43.73,-74.74,Cabins & Cottages,Cabins & Cottages,,"(43.73, -74.74)"
Adirondacks,Hamilton County,"Woods Inn, The",http://www.thewoodsinn.com,Inlet,"Inlet's newest Inn, built in 1894,fully restored to it's original grandeur in 2004. Situated directly on 4th Lake, the Inn has a private beach, rooms with lakeside views and a restaurant with a tap room.",43.7689314,-74.8209466,Hotels & Motels|Restaurants,American|Hotels & Motels,,"(43.7689314, -74.8209466)"
Adirondacks,Hamilton County,Zeiser's Oak Mountain Lodge,,Speculator,"This ""friendly little hotel"", located in the heart of the village, is listed in America's Wonderful Little Hotels & Inns. Zeiser's has 5 rooms with a restaurant & bar on premises.",43.516256,-74.373353,Hotels & Motels,Hotels & Motels,,"(43.516256, -74.373353)"
Adirondacks|Central New York,Herkimer County - Adirondacks,19th Green Motel,http://www.oldforgeny.com,Old Forge,"Nice motel located next to the Thendara Golf Course. Outdoor pool, and close to town and shopping.",43.702113,-74.993303,Hotels & Motels,Hotels & Motels,,"(43.702113, -74.993303)"
Adirondacks,Herkimer County - Adirondacks,Adirondack Lodge Old Forge,http://www.adirondacklodgeoldforge.com,Old Forge,"Near Water Safari, in room coffee, refrigerators, Showtime. Tennis, picnic adjacent golf.  Free continental breakfast-tropical indoor heated pool, sauna & spa.  Picnic Gazebo with gas grill.",43.7015602,-74.9937555,Hotels & Motels,Hotels & Motels,,"(43.7015602, -74.9937555)"
Adirondacks,Herkimer County - Adirondacks,Alger Island State Campground,http://www.dec.ny.gov/outdoor/24451.html,Old Forge,"Boat access only, 15 wooded sites, all leanto, hibachi, outhouse,  No dogs in picnic areas. Plus 2 no -reservable tent sites. dogs must be on a leash, have rabies certificate & not allowed in picnic area.",43.735682,-74.8919559,Camping,Public Campgrounds,,"(43.735682, -74.8919559)"
Adirondacks,Herkimer County - Adirondacks,Big Moose Inn,http://www.bigmooseinn.com,Eagle Bay,"You can be sure you'll enjoy the finest fare made from the very best ingredients. Our standard offerings include Prime Rib, NY Strip Steak, Filet Mignon, Rack of Lamb, Baked Salmon, Seafood Pasta - just to name a few.   Spectacular wine list, gracious lakeside dining & cocktails.",43.8178399,-74.876506,B&Bs & Country Inns|Restaurants,American|B&Bs & Country Inns,,"(43.8178399, -74.876506)"
Adirondacks,Herkimer County - Adirondacks,Blue Spruce Motel,http://www.blue-sprucemotel.com,Old Forge,"Clean comfortable rooms, always being updated.  All rooms are non-smoking and all have refridgerators, coffee pots, cable TV with free HBO, free WiFi and air-conditioning.  Heated outdoor pool and picnic area.",43.703824,-74.983105,Hotels & Motels,Hotels & Motels,,"(43.703824, -74.983105)"
Adirondacks,Herkimer County - Adirondacks,Brynilsen's Viking Village,http://www.oldforgeny.com,Old Forge,17 cottages - 1 bedroom to 5 bedroom. On 4th Lake on South Shore Road.,43.753685,-74.839112,Cabins & Cottages,Cabins & Cottages,,"(43.753685, -74.839112)"
Adirondacks,Herkimer County - Adirondacks,Christy Motel,http://www.christysmotel.com,Old Forge,"Family oriented, 19 units. Centrally located in Old Forge. Close to Enchanted Forest. Outdoor heated pool. Cable TV.",43.722323,-74.9327932,Hotels & Motels,Hotels & Motels,,"(43.722323, -74.9327932)"
Adirondacks,Herkimer County - Adirondacks,"Clark's Beach Motel, Inc.",,Old Forge,"Lake front motel, 40 modern units. 2 bedroom eff. Some screened porches. Walk to water safari, shops and restaurants.",43.709089,-74.975036,Hotels & Motels,Hotels & Motels,,"(43.709089, -74.975036)"
Adirondacks,Herkimer County - Adirondacks,Country Club Motel,http://www.countryclubmoteloldforge.com,Old Forge,"Located in Old Forge, adjacent to the Thendara Golf Club, with a heated outdoor swimming pool and special group rates.  Very clean, comfortable and friendly!  Doubles and queens available.",43.7075075,-74.9779911,Hotels & Motels,Hotels & Motels,,"(43.7075075, -74.9779911)"
Adirondacks,Herkimer County - Adirondacks,Eagle Bay Village,http://www.eaglebayvillage.com,Eagle Bay,"Chalets, cottages, motel, private sandy beach and boat docks, prices vary depending upon accommodation.",43.6987758,-75.0059613,Cabins & Cottages|Hotels & Motels,Cabins & Cottages|Hotels & Motels,,"(43.6987758, -75.0059613)"
Adirondacks,Herkimer County - Adirondacks,Eagle's Nest,,Eagle Bay,"Motel, Cabins, Restaurant and Lounge in Eagle Bay, NY. Located right on Rte 28 across from Big Moose Yamaha.",43.7688035,-74.8189901,Vacation Rentals,Vacation Rentals,,"(43.7688035, -74.8189901)"
Adirondacks,Herkimer County - Adirondacks,Forge Motel,http://www.oftimes.com/forge,Old Forge,Over looking Old Forge lake  at the start of Fulton chain of lakes,43.709382,-74.971709,Hotels & Motels,Hotels & Motels,,"(43.709382, -74.971709)"
Adirondacks,Herkimer County - Adirondacks,Four Seasons Cottages,http://www.four-seasons-cottages.com,Old Forge,"Large cottages located on 4th Lake just north of Old Forge. Sandy beach, canoes & paddleboats, boat docking. Beautiful views. From 4-12 people",43.7247075,-74.9370723,Cabins & Cottages,Cabins & Cottages,,"(43.7247075, -74.9370723)"
Adirondacks,Herkimer County - Adirondacks,"Fulton House, The",http://www.fulton-house.com,Old Forge,"Cottages on beautiful 4th Lake for family vacations, conferences, weddings, retreats. Docks, boats, beach, swimming, sunny lawn and Adirondack wilderness to explore in our backyard.",43.7425811,-74.890364,Cabins & Cottages,Cabins & Cottages,,"(43.7425811, -74.890364)"
Adirondacks,Herkimer County - Adirondacks,"Glenmore Hotel, Bar & Grill",http://www.oldforgeny.com,Eagle Bay,"Fun family restaurant & bar. Great place to bring the kids. No fine dining, just fun, food and friendly atmosphere.",43.8196826,-74.8831674,Hotels & Motels,Hotels & Motels,,"(43.8196826, -74.8831674)"
Adirondacks,Herkimer County - Adirondacks,Kenmore Housekeeping Cottages,http://www.thekenmorecottages.com,Old Forge,"The Kenmore is a group of lakefront cottages located right on Fourth Lake in the Fulton Chain of Lakes. We offer comfortable lodging for families, couples & groups, desiring a relaxing Adirondack vacation.  In the summer we offer our rentals by the week, and in spring and fall we have a two-night minimum.  Our winter rentals are for the season from December 1st to March 31st.",43.766851,-74.832581,Cabins & Cottages,Cabins & Cottages,,"(43.766851, -74.832581)"
